start_station_id,start_station_name,start_date,subscriber_type,landmark,name
22,Redwood City Caltrain Station,2016-05-31 06:48:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-05-31 12:57:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-05-31 16:28:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-31 16:29:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-05-31 18:12:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-05-31 18:45:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-01 17:18:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-02 08:24:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-02 09:06:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-06-02 12:35:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-06-02 17:14:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-02 23:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-03 07:16:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-06-03 07:23:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-03 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
23,San Mateo County Center,2016-06-03 08:31:00.000000 UTC,Subscriber,Redwood City,San Mateo County Center
26,Kaiser Hospital,2016-06-03 17:34:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
26,Kaiser Hospital,2016-06-04 16:22:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-04 17:40:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-06 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-06 09:30:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-06 17:12:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-06 18:51:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-07 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-09 07:37:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-09 13:29:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-09 15:53:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-09 17:17:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
26,Kaiser Hospital,2016-06-09 17:36:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-06-09 18:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-10 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-10 07:34:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-10 09:29:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-10 11:56:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-06-10 13:13:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-06-10 16:32:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-06-10 17:49:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-13 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-13 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-13 09:24:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-06-13 11:45:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-13 12:40:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-13 17:08:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-13 17:50:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-14 09:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-14 12:51:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
26,Kaiser Hospital,2016-06-14 18:12:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
26,Kaiser Hospital,2016-06-15 17:12:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-16 07:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-16 09:30:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-16 10:50:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-16 10:55:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-06-16 13:14:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-06-16 17:14:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-06-16 18:07:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-17 07:19:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-17 07:20:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-17 08:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
83,Mezes,2016-06-17 08:44:00.000000 UTC,Subscriber,Redwood City,Mezes Park
22,Redwood City Caltrain Station,2016-06-20 06:20:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-20 09:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-06-20 12:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-06-20 18:10:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-21 07:21:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-21 09:27:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-21 16:41:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-21 17:02:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-06-21 18:39:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-22 07:22:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-22 09:17:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-22 09:19:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-22 09:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-06-22 16:24:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
25,Stanford in Redwood City,2016-06-22 16:41:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-06-22 17:11:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
22,Redwood City Caltrain Station,2016-06-23 06:16:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-23 07:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-23 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-23 07:49:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-23 17:13:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-06-23 18:11:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-24 08:31:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-24 17:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-06-24 18:36:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-24 19:34:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-26 11:35:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
22,Redwood City Caltrain Station,2016-06-27 08:32:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-27 17:17:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-06-27 18:40:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-28 07:33:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
26,Kaiser Hospital,2016-06-28 17:13:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
25,Stanford in Redwood City,2016-06-28 18:38:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
22,Redwood City Caltrain Station,2016-06-30 12:51:00.000000 UTC,Subscriber,Redwood City,Redwood City Caltrain Station
25,Stanford in Redwood City,2016-06-30 14:41:00.000000 UTC,Subscriber,Redwood City,Stanford in Redwood City
26,Kaiser Hospital,2016-06-30 17:09:00.000000 UTC,Subscriber,Redwood City,Redwood City Medical Center
